source,target,kozos_hatar_m
N003596,N003599,1719.638
N003596,N003601,2246.708
N003597,N003598,1007.027
N003597,N003599,721.231
N003598,N003639,650.441
N003598,N003617,1308.553
N003598,N003614,1365.547
N003598,N003599,1643.663
N003599,N003614,1559.825
N003600,N003614,644.931
N003600,N003608,1062.799
N003600,N003602,154.269
N003601,N003602,531.581
N003601,N003605,2238.44
N003602,N003608,209.473
N003602,N003604,913.123
N003602,N003605,1583.287
N003603,N003610,59.466
N003603,N003616,1023.483
N003603,N003613,1059.953
N003603,N003606,928.244
N003603,N003604,2007.585
N003603,N003605,751.206
N003604,N003612,409.857
N003604,N003608,771.796
N003604,N003613,165.559
N003604,N003605,1175.82
N003606,N003618,1467.474
N003606,N003610,1602.164
N003607,N003617,154.466
N003607,N003615,670.954
N003607,N003609,302.986
N003607,N003611,791.982
N003607,N003616,99.447
N003607,N003613,227.254
N003608,N003614,509.346
N003608,N003612,965.49
N003609,N003615,501.326
N003609,N003612,739.769
N003609,N003613,412.081
N003610,N003617,321.375
N003610,N003618,946.694
N003610,N003616,2129.751
N003611,N003616,1078.137
N003611,N003613,721.326
N003612,N003614,518.46
N003612,N003615,678.231
N003612,N003613,295.967
N003613,N003616,166.85
N003614,N003617,588.223
N003614,N003615,1397.541
N003615,N003617,2157.886
N003616,N003617,469.383
N003617,N003639,1728.156
N003617,N003638,1736.425
N003617,N003634,23.473
N003617,N003618,1897.262
N003618,N003634,2280.621
N003618,N003635,63.201
N003619,N003642,1098.222
N003619,N003625,762.334
N003619,N003620,215.814
N003619,N003621,539.881
N003619,N003624,15.895
N003620,N003621,647.693
N003620,N003622,667.523
N003621,N003624,322.095
N003621,N003623,257.347
N003621,N003622,267.287
N003622,N003623,550.746
N003622,N003637,565.379
N003623,N003624,731.781
N003623,N003632,305.438
N003623,N003637,707.96
N003624,N003625,748.255
N003624,N003631,475.825
N003624,N003632,519.292
N003625,N003642,175.114
N003625,N003627,436.57
N003625,N003631,674.17
N003626,N003648,84.36
N003626,N003644,667.86
N003626,N003630,1363.211
N003626,N003627,1691.738
N003626,N003641,33.329
N003626,N003640,926.902
N003627,N003648,527.465
N003627,N003642,1472.068
N003627,N003640,62.232
N003627,N003631,984.872
N003628,N003644,1434.318
N003628,N003629,1416.481
N003628,N003630,975.923
N003629,N003646,296.042
N003629,N003639,733.935
N003629,N003644,537.911
N003629,N003630,342.864
N003629,N003641,148.123
N003630,N003644,20.631
N003630,N003641,847.41
N003631,N003640,329.531
N003631,N003638,525.702
N003631,N003633,978.16
N003631,N003632,79.636
N003632,N003633,992.245
N003632,N003637,647.518
N003632,N003634,89.574
N003632,N003635,787.601
N003633,N003638,826.332
N003633,N003634,1408.028
N003634,N003638,1361.899
N003634,N003635,1921.874
N003635,N003637,832.961
N003638,N003639,842.546
N003638,N003641,748.925
N003638,N003640,1742.511
N003639,N003641,2007.492
N003640,N003641,1237.067
N003642,N003649,1286.757
N003642,N003721,465.706
N003642,N003643,645.803
N003642,N003648,106.191
N003643,N003647,694.336
N003643,N003645,309.382
N003643,N003649,1177.108
N003643,N003648,1646.568
N003644,N003646,1608.735
N003644,N003648,1564.482
N003645,N003727,2591.947
N003645,N003647,4380.088
N003645,N003729,583.718
N003645,N003649,2837.563
N003646,N003647,2867.337
N003646,N003648,453.127
N003647,N003727,990.808
N003647,N003648,266.417
N003649,N003729,74.182
N003649,N003728,94.33
N003649,N003721,2543.893
N003650,N003651,337.259
N003650,N003659,299.433
N003650,N003658,689.022
N003650,N003660,106.133
N003650,N003662,157.028
N003650,N003661,66.731
N003651,N003682,619.707
N003651,N003653,634.939
N003651,N003702,206.446
N003651,N003665,582.814
N003651,N003659,278.067
N003651,N003658,85.84
N003651,N003663,758.231
N003652,N003653,1135.401
N003652,N003665,28.148
N003652,N003722,1467.988
N003652,N003654,1177.047
N003652,N003666,38.763
N003653,N003682,931.486
N003653,N003665,837.594
N003653,N003725,596.427
N003653,N003722,475.015
N003654,N003722,97.869
N003654,N003666,936.054
N003654,N003656,1091.917
N003655,N003665,374.284
N003655,N003657,476.93
N003655,N003666,757.704
N003655,N003656,384.941
N003655,N003668,762.843
N003656,N003666,184.951
N003656,N003668,234.492
N003657,N003665,60.053
N003657,N003664,862.64
N003657,N003668,450.491
N003657,N003667,199.601
N003658,N003665,561.354
N003658,N003664,440.252
N003658,N003661,190.862
N003659,N003663,436.188
N003659,N003660,546.252
N003660,N003663,339.186
N003660,N003662,824.767
N003661,N003664,610.74
N003661,N003662,1319.244
N003661,N003669,761.156
N003661,N003667,474.811
N003662,N003663,768.731
N003662,N003674,225.639
N003663,N003702,615.824
N003663,N003701,1009.876
N003663,N003674,404.753
N003664,N003665,93.739
N003664,N003667,133.3
N003665,N003666,474.603
N003667,N003669,1055.239
N003667,N003668,796.857
N003670,N003699,366.416
N003670,N003700,265.208
N003670,N003701,178.193
N003670,N003673,33.133
N003671,N003672,1251.451
N003671,N003677,169.318
N003671,N003703,194.52
N003671,N003676,487.492
N003671,N003707,599.003
N003671,N003673,808.193
N003672,N003680,1194.389
N003672,N003683,87.09
N003672,N003679,93.641
N003672,N003677,297.904
N003672,N003707,308.253
N003673,N003676,598.216
N003673,N003699,248.684
N003673,N003700,58.091
N003673,N003707,136.897
N003673,N003674,1418.978
N003674,N003700,324.03
N003674,N003701,734.148
N003675,N003692,632.956
N003675,N003698,589.491
N003675,N003680,415.006
N003675,N003683,127.313
N003675,N003679,520.923
N003676,N003703,650.624
N003676,N003702,62.384
N003676,N003699,267.367
N003676,N003701,314.743
N003677,N003683,232.301
N003677,N003681,328.739
N003677,N003703,479.087
N003678,N003690,518.106
N003678,N003691,518.106
N003678,N003684,267.007
N003678,N003692,320.019
N003678,N003682,576.498
N003678,N003683,317.816
N003678,N003694,659.376
N003679,N003680,612.827
N003679,N003683,647.02
N003680,N003697,510.436
N003680,N003698,294.923
N003680,N003709,310.076
N003680,N003707,630.262
N003681,N003682,241.754
N003681,N003683,313.027
N003681,N003694,473.013
N003681,N003703,227.49
N003681,N003702,625.836
N003682,N003688,282.787
N003682,N003687,282.787
N003682,N003723,394.465
N003682,N003690,755.804
N003682,N003691,755.804
N003682,N003694,228.101
N003682,N003702,957.011
N003682,N003725,130.116
N003683,N003692,42.242
N003683,N003694,289.55
N003684,N003696,381.161
N003684,N003690,1280.106
N003684,N003691,1280.106
N003684,N003693,723.152
N003684,N003692,590.748
N003685,N003705,2062.813
N003685,N003706,1536.346
N003686,N003689,1071.006
N003686,N003688,120.353
N003686,N003687,120.353
N003686,N003727,1757.354
N003686,N003729,643.393
N003686,N003724,158.313
N003687,N003689,1839.156
N003687,N003688,4956.482
N003687,N003723,316.883
N003687,N003690,1352.705
N003687,N003691,1352.705
N003688,N003689,1839.156
N003688,N003723,316.883
N003688,N003690,1352.705
N003688,N003691,1352.705
N003689,N003723,1271.625
N003689,N003724,152.477
N003690,N003691,5213.737
N003692,N003693,315.269
N003692,N003698,95.092
N003693,N003696,646.538
N003693,N003695,22.934
N003693,N003698,377.594
N003695,N003696,840.797
N003695,N003697,762.748
N003695,N003698,225.689
N003696,N003716,222.904
N003696,N003697,2187.851
N003697,N003716,1257.33
N003697,N003711,1827.317
N003697,N003698,825.969
N003697,N003709,452.97
N003700,N003701,387.663
N003701,N003702,670.883
N003702,N003703,171.037
N003704,N003720,637.627
N003704,N003707,671.142
N003704,N003708,969.041
N003705,N003710,1771.42
N003705,N003715,408.761
N003705,N003706,112.217
N003706,N003711,27.452
N003706,N003710,289.977
N003706,N003720,1151.579
N003706,N003708,771.053
N003707,N003709,1359.69
N003707,N003720,30.208
N003707,N003708,653.502
N003708,N003720,42.085
N003709,N003711,1346.727
N003709,N003720,791.198
N003710,N003711,155.034
N003710,N003713,605.445
N003710,N003715,1411.149
N003711,N003716,923.124
N003711,N003713,1569.708
N003711,N003720,244.165
N003712,N003717,1061.902
N003712,N003719,3775.25
N003712,N003714,569.589
N003712,N003718,3145.653
N003713,N003716,1149.646
N003713,N003715,576.037
N003714,N003717,1839.193
N003714,N003718,1784.107
N003714,N003715,391.556
N003715,N003717,617.95
N003715,N003716,680.161
N003715,N003718,998.089
N003716,N003717,3283.359
N003718,N003719,226.252
N003721,N003728,1605.349
N003721,N003725,806.255
N003721,N003722,1648.313
N003722,N003725,1298.909
N003723,N003724,504.592
N003723,N003728,512.234
N003723,N003725,1599.905
N003724,N003729,1529.412
N003724,N003728,1264.328
N003725,N003728,1122.595
N003727,N003729,2994.797
N003728,N003729,1545.994
N003730,N003734,703.217
N003730,N003733,369.088
N003730,N003732,368.811
N003730,N003745,313.037
N003730,N003731,318.536
N003731,N003732,496.888
N003731,N003745,382.789
N003731,N003743,346.08
N003731,N003744,476.66
N003732,N003735,198.937
N003732,N003734,241.0
N003732,N003737,209.943
N003732,N003739,618.337
N003732,N003742,59.439
N003732,N003744,86.935
N003733,N003772,335.377
N003733,N003734,1186.021
N003733,N003746,2074.538
N003733,N003745,561.533
N003734,N003772,1498.399
N003734,N003735,956.569
N003735,N003772,514.959
N003735,N003738,531.544
N003735,N003737,813.595
N003736,N003780,504.311
N003736,N003738,303.374
N003736,N003737,576.312
N003736,N003741,609.371
N003736,N003791,443.998
N003737,N003738,461.194
N003737,N003741,108.025
N003737,N003739,122.416
N003738,N003786,706.521
N003738,N003783,636.428
N003738,N003780,368.435
N003738,N003772,216.105
N003739,N003741,540.527
N003739,N003742,613.4
N003740,N003787,209.559
N003740,N003741,43.911
N003740,N003742,680.528
N003740,N003791,1152.618
N003740,N003790,1730.202
N003740,N003744,1709.451
N003741,N003742,271.649
N003741,N003791,402.182
N003742,N003744,621.542
N003743,N003746,481.777
N003743,N003745,448.431
N003743,N003747,132.661
N003743,N003744,1372.16
N003743,N003748,1399.56
N003744,N003750,825.081
N003744,N003787,162.131
N003744,N003792,615.543
N003744,N003748,871.127
N003745,N003746,92.0
N003746,N003762,621.584
N003746,N003772,173.532
N003746,N003761,638.328
N003746,N003747,1444.007
N003747,N003761,1514.508
N003747,N003749,137.72
N003747,N003748,799.755
N003748,N003750,316.485
N003748,N003749,435.436
N003748,N003751,1936.264
N003749,N003761,226.951
N003749,N003752,366.075
N003749,N003756,301.747
N003749,N003757,316.087
N003749,N003751,785.689
N003750,N003753,632.975
N003750,N003755,3269.249
N003750,N003792,4189.436
N003750,N003751,1104.495
N003751,N003753,1230.32
N003751,N003757,510.211
N003752,N003761,1529.455
N003752,N003763,1150.165
N003752,N003756,1122.18
N003753,N003754,2856.954
N003753,N003755,663.849
N003753,N003758,2595.782
N003753,N003757,231.678
N003754,N003798,3018.54
N003754,N003755,2410.447
N003754,N003758,369.93
N003755,N003798,2324.041
N003756,N003763,152.13
N003756,N003759,282.446
N003756,N003758,750.185
N003756,N003757,669.241
N003757,N003758,962.731
N003758,N003798,36.561
N003758,N003759,1955.754
N003759,N003760,947.874
N003759,N003763,901.466
N003760,N003762,1042.057
N003760,N003763,1028.479
N003761,N003762,1114.522
N003761,N003763,265.785
N003762,N003764,2407.827
N003762,N003772,234.17
N003762,N003763,1129.983
N003764,N003766,2998.146
N003764,N003765,1711.546
N003764,N003772,272.815
N003765,N003766,605.771
N003765,N003767,531.495
N003765,N003774,1148.725
N003765,N003772,1047.685
N003766,N003793,2416.046
N003766,N003767,951.152
N003767,N003793,639.02
N003767,N003794,165.353
N003767,N003771,749.432
N003767,N003773,118.016
N003767,N003774,279.706
N003768,N003770,294.951
N003768,N003773,473.963
N003768,N003775,888.296
N003768,N003786,284.607
N003768,N003777,524.222
N003769,N003794,134.522
N003769,N003771,578.656
N003769,N003778,343.048
N003769,N003770,260.985
N003770,N003771,66.659
N003770,N003778,256.944
N003770,N003773,133.133
N003770,N003775,56.178
N003771,N003794,301.021
N003771,N003773,430.268
N003772,N003786,429.896
N003772,N003774,197.121
N003772,N003777,1369.597
N003773,N003774,626.933
N003773,N003777,394.392
N003774,N003777,804.193
N003775,N003776,1835.126
N003775,N003778,126.029
N003775,N003786,1670.911
N003776,N003794,992.206
N003776,N003795,935.343
N003776,N003778,427.487
N003776,N003786,114.772
N003777,N003786,559.84
N003778,N003794,215.971
N003779,N003786,1805.659
N003779,N003789,769.086
N003779,N003784,1266.298
N003779,N003783,832.543
N003779,N003781,652.768
N003780,N003783,539.513
N003780,N003781,451.015
N003780,N003782,584.971
N003780,N003791,712.57
N003781,N003784,553.789
N003781,N003783,45.489
N003781,N003782,245.801
N003782,N003789,256.784
N003782,N003784,629.711
N003782,N003788,1370.31
N003782,N003791,863.938
N003783,N003786,744.099
N003784,N003789,1379.907
N003785,N003787,970.503
N003785,N003789,1835.391
N003785,N003788,1877.24
N003785,N003790,1722.035
N003787,N003792,5696.274
N003787,N003790,4628.028
N003788,N003789,1382.789
N003788,N003790,1686.599
N003790,N003791,971.428
N003793,N003794,536.466
N003793,N003795,3273.618
N003794,N003795,1082.57
N003796,N003801,656.169
N003796,N003799,4506.336
N003797,N003801,1265.264
N003797,N003798,3661.893
N003797,N003799,3239.72
N003798,N003801,1241.117
N003798,N003799,1279.367
N003799,N003801,948.579
N003800,N003801,2808.451
N003802,N003804,2229.42
N003802,N003809,2251.003
N003802,N003814,899.278
N003802,N003807,260.578
N003802,N003803,1478.417
N003802,N003853,658.411
N003803,N003807,1624.719
N003803,N003808,268.126
N003803,N003841,407.174
N003803,N003853,2105.07
N003804,N003834,3950.311
N003804,N003809,2952.173
N003804,N003810,3790.156
N003804,N003807,1237.533
N003805,N003855,1051.581
N003805,N003830,1579.176
N003805,N003819,1203.622
N003805,N003854,2303.214
N003805,N003850,2431.822
N003805,N003825,4108.31
N003805,N003826,3763.696
N003806,N003848,536.909
N003806,N003823,304.778
N003806,N003836,879.889
N003806,N003815,573.576
N003807,N003810,1041.803
N003807,N003845,732.367
N003807,N003833,176.623
N003807,N003808,472.25
N003808,N003833,284.995
N003808,N003832,753.609
N003808,N003851,405.061
N003808,N003841,512.951
N003808,N003840,441.026
N003808,N003817,120.542
N003808,N003839,156.897
N003809,N003814,3424.184
N003810,N003834,1282.987
N003810,N003831,2388.107
N003810,N003821,1456.732
N003810,N003845,1847.737
N003811,N003821,409.867
N003811,N003812,740.713
N003811,N003852,329.072
N003811,N003824,561.464
N003811,N003813,330.974
N003812,N003831,1205.087
N003812,N003821,1112.523
N003812,N003813,104.672
N003812,N003849,1306.062
N003813,N003824,117.835
N003813,N003847,333.417
N003813,N003846,333.417
N003813,N003849,730.815
N003813,N003844,114.286
N003813,N003823,318.894
N003814,N003820,2079.635
N003814,N003853,2229.316
N003814,N003855,3109.129
N003815,N003829,22.951
N003815,N003827,376.347
N003815,N003848,438.895
N003815,N003836,356.425
N003815,N003843,211.225
N003815,N003819,1146.609
N003816,N003831,1115.136
N003816,N003837,7529.4
N003816,N003825,2345.223
N003817,N003851,439.733
N003817,N003824,189.189
N003817,N003847,168.795
N003817,N003846,168.795
N003817,N003839,728.192
N003817,N003844,459.64
N003818,N003822,563.553
N003818,N003823,183.142
N003818,N003828,525.906
N003818,N003838,191.121
N003818,N003835,579.708
N003819,N003842,188.731
N003819,N003827,442.266
N003819,N003830,2413.354
N003819,N003843,628.864
N003819,N003850,1541.861
N003820,N003855,1508.324
N003820,N003854,303.024
N003820,N003856,4416.615
N003820,N003826,2125.303
N003821,N003831,2433.677
N003821,N003845,1342.171
N003821,N003833,575.772
N003821,N003852,46.479
N003822,N003849,598.442
N003822,N003823,347.193
N003822,N003828,353.02
N003823,N003849,59.562
N003823,N003844,626.523
N003823,N003848,134.574
N003823,N003836,328.909
N003823,N003838,286.673
N003824,N003852,435.834
N003824,N003851,22.083
N003824,N003847,479.769
N003824,N003846,479.769
N003825,N003837,2995.388
N003825,N003835,313.822
N003825,N003850,5216.869
N003826,N003854,117.338
N003826,N003856,4249.609
N003827,N003841,363.144
N003827,N003842,850.377
N003827,N003829,496.429
N003828,N003831,679.203
N003828,N003837,2276.944
N003828,N003849,1153.864
N003828,N003835,2639.2
N003829,N003841,396.031
N003829,N003840,116.148
N003829,N003839,251.074
N003829,N003848,547.905
N003830,N003853,2253.539
N003830,N003842,1301.746
N003830,N003855,1753.577
N003831,N003837,4343.275
N003831,N003849,36.985
N003832,N003833,813.009
N003832,N003852,123.224
N003832,N003851,75.901
N003833,N003845,1089.349
N003833,N003852,522.539
N003835,N003837,943.583
N003835,N003838,721.817
N003835,N003843,387.32
N003835,N003850,3385.931
N003836,N003838,468.578
N003836,N003843,818.551
N003838,N003843,672.356
N003839,N003840,634.179
N003839,N003844,22.548
N003839,N003848,264.286
N003840,N003841,871.441
N003841,N003853,287.031
N003841,N003842,674.778
N003842,N003853,799.447
N003843,N003850,1589.835
N003844,N003847,477.467
N003844,N003846,477.467
N003844,N003848,260.749
N003846,N003847,1459.449
N003851,N003852,429.38
N003853,N003855,559.339
N003854,N003855,3517.249
N003854,N003856,3701.944
N003857,N003859,2630.706
N003857,N003866,1606.397
N003857,N003858,2428.135
N003857,N003891,614.145
N003858,N003864,945.324
N003858,N003859,430.109
N003858,N003886,2193.935
N003858,N003889,151.873
N003858,N003891,378.528
N003859,N003865,2572.375
N003859,N003864,1700.229
N003859,N003866,2466.174
N003860,N003916,1917.207
N003860,N003861,5333.256
N003860,N003913,805.755
N003860,N003914,4300.939
N003862,N003915,652.206
N003862,N003912,652.482
N003862,N003914,3597.43
N003862,N003903,3519.811
N003863,N003909,123.459
N003863,N003908,915.653
N003863,N003910,974.81
N003863,N003900,1752.524
N003863,N003915,1121.058
N003863,N003903,45.373
N003864,N003865,3154.534
N003864,N003907,1575.196
N003864,N003867,579.458
N003864,N003886,488.671
N003864,N003868,258.07
N003864,N003906,45.524
N003865,N003916,1943.123
N003865,N003907,2986.895
N003866,N003891,63.839
